CustomerKey;city;First_Name;Last_Name;Full_Name;BirthDate;MaritalStatus;gender;DateFirstPurchase
14310;Rhodes;Jon;Zeng;Jon Zeng;1977-07-18;S;Male;2022-09-17
14311;Sydney;Erik;Alvarez;Erik Alvarez;1982-10-08;S;Male;2023-03-06
14312;Caloundra;Claudia;Lin;Claudia Lin;1966-04-25;M;Female;2023-02-18
14313;Port Macquarie;Christian;Smith;Christian Smith;1966-04-13;M;Male;2023-08-09
14314;Hobart;Katherine;Cooper;Katherine Cooper;1970-07-16;M;Female;2023-06-20
14315;Townsville;Carl;Chander;Carl Chander;1970-01-01;S;Male;2023-04-22
14316;Coffs Harbour;Leonard;Anand;Leonard Anand;1967-07-07;M;Male;2022-08-30
14317;Lavender Bay;Steve;Liang;Steve Liang;1968-02-19;S;Male;2023-02-05
14318;Rockhampton;Seth;Rogers;Seth Rogers;1968-04-16;M;Male;2023-03-11
14319;Warrnambool;Renee;Sanz;Renee Sanz;1968-06-23;M;Female;2023-07-01
14320;Perth;Amy;Hu;Amy Hu;1972-02-01;M;Female;2023-07-18
14321;Sunbury;Jackson;Evans;Jackson Evans;1969-10-22;M;Male;2023-11-14
14322;Coffs Harbour;Sydney;Thomas;Sydney Thomas;1964-01-07;S;Female;2022-08-31
14323;Rhodes;Colin;Tang;Colin Tang;1963-03-20;S;Male;2022-09-13
14324;South Melbourne;Jessie;Alvarez;Jessie Alvarez;1962-09-07;S;Female;2022-09-04
14325;Melbourne;Crystal;Li;Crystal Li;1963-01-02;S;Female;2022-09-24
14326;Townsville;Joe;Perez;Joe Perez;1962-09-30;S;Male;2022-09-04
14327;Downey;Kyle;Butler;Kyle Butler;1981-08-18;S;Male;2023-11-18
14328;Shawnee;Andrea;Rogers;Andrea Rogers;1982-02-05;S;Female;2023-02-22
14329;Burbank;Holly;Sanchez;Holly Sanchez;1981-07-19;S;Female;2023-01-28
14330;Sooke;Matthew;Harris;Matthew Harris;1982-04-04;M;Male;2023-05-14
14331;Milwaukie;Timothy;Murphy;Timothy Murphy;1985-08-23;S;Male;2023-09-23
14332;N. Vancouver;Jade;Rogers;Jade Rogers;1985-10-19;S;Female;2023-06-06
14333;Bremerton;Bobby;Suri;Bobby Suri;1985-10-02;S;Male;2023-11-27
14334;Walla Walla;Patrick;Murphy;Patrick Murphy;1986-01-22;M;Male;2022-07-24
14335;Walla Walla;Allison;Cox;Allison Cox;1984-03-12;M;Female;2022-06-30
14336;Beaverton;Gabriel;Baker;Gabriel Baker;1984-02-04;M;Male;2022-07-06
14337;Oregon City;Olivia;Coleman;Olivia Coleman;1983-08-29;S;Female;2022-08-03
14338;Cliffside;Natalie;Taylor;Natalie Taylor;1983-11-22;M;Female;2023-05-17
14339;Bellflower;Brandy;Suri;Brandy Suri;1983-06-01;S;Female;2023-02-12
14340;Salem;Miranda;Butler;Miranda Butler;1982-09-29;S;Female;2024-01-05
14341;Langley;Sean;Sanders;Sean Sanders;1985-04-21;M;Male;2023-07-10
14342;Ballard;Beth;Ruiz;Beth Ruiz;1984-09-22;S;Female;2022-07-31
14343;Corvallis;Xavier;Turner;Xavier Turner;1985-01-20;M;Male;2022-08-18
14344;Gold Coast;Kurt;Xie;Kurt Xie;1945-03-20;S;Male;2023-04-19
14345;Bendigo;Kristi;Rodriguez;Kristi Rodriguez;1945-08-08;M;Female;2022-08-30
14346;Goulburn;Evelyn;Perez;Evelyn Perez;1946-11-29;S;Female;2022-09-26
14347;Malabar;Tara;Goel;Tara Goel;1946-11-14;S;Female;2022-09-22
14348;Port Macquarie;Alex;Scott;Alex Scott;1948-05-15;M;Male;2022-09-04
14349;Oregon City;Nicole;Griffin;Nicole Griffin;1981-11-08;M;Female;2023-09-11
14350;Portland;Emily;Moore;Emily Moore;1981-12-06;S;Female;2023-09-18
14351;Berkeley;Riley;Gray;Riley Gray;1981-08-01;S;Female;2023-03-20
14352;Lynnwood;Melissa;Butler;Melissa Butler;1986-03-14;S;Female;2023-07-10
14353;Vancouver;Erin;Reed;Erin Reed;1980-12-12;S;Female;2023-03-16
14354;San Carlos;Seth;Green;Seth Green;1980-01-25;S;Male;2022-08-24
14355;Lebanon;Ian;King;Ian King;1979-05-11;M;Male;2022-08-14
14356;San Gabriel;Isabella;Baker;Isabella Baker;1978-07-15;S;Female;2022-08-23
14357;Santa Cruz;Dalton;Collins;Dalton Collins;1973-01-09;M;Male;2022-08-26
14358;Kirkland;Amanda;Watson;Amanda Watson;1973-06-20;M;Female;2023-07-29
14359;Metchosin;Eduardo;Henderson;Eduardo Henderson;1974-05-02;M;Male;2023-02-10
14360;Mill Valley;Samantha;Patterson;Samantha Patterson;1964-10-14;S;Female;2023-10-24
14361;Bremerton;Franklin;Raje;Franklin Raje;1964-07-23;M;Male;2024-01-06
14362;Beaverton;Roberto;Gill;Roberto Gill;1977-10-31;S;Male;2022-08-12
14363;Westminster;Natalie;Long;Natalie Long;1979-03-04;S;Female;2023-04-29
14364;Berkeley;Mario;Rai;Mario Rai;1978-09-06;M;Male;2022-08-13
14365;Long Beach;Evan;Ward;Evan Ward;1978-11-16;M;Male;2022-07-31
14366;Marysville;Anna;Brooks;Anna Brooks;1976-07-21;S;Female;2022-09-15
14367;Milwaukie;Courtney;Green;Courtney Green;1982-02-25;S;Female;2022-09-03
14368;Concord;Richard;Thompson;Richard Thompson;1976-09-11;M;Male;2024-01-14
14369;Oregon City;Devin;Sanchez;Devin Sanchez;1977-02-16;M;Male;2023-07-06
14370;Burnaby;Meghan;Dominguez;Meghan Dominguez;1983-09-06;M;Female;2023-07-13
14371;Sooke;Jeremiah;Lewis;Jeremiah Lewis;1977-12-06;M;Male;2023-03-15
14372;Port Orchard;Kaitlyn;Washington;Kaitlyn Washington;1978-01-08;M;Female;2023-06-11
14373;Burlingame;Ricardo;Jai;Ricardo Jai;1983-06-11;M;Male;2023-06-21
14374;National City;David;Yang;David Yang;1983-09-15;M;Male;2022-09-27
14375;Walla Walla;Alexandra;Moore;Alexandra Moore;1981-05-08;M;Female;2023-07-02
14376;Everett;Faith;Torres;Faith Torres;1949-10-17;S;Female;2023-07-30
14377;Bellingham;Paula;Ruiz;Paula Ruiz;1949-12-07;S;Female;2022-09-12
14378;Burlingame;Cory;Mehta;Cory Mehta;1955-08-29;S;Male;2022-09-17
14379;Fremont;Richard;Foster;Richard Foster;1949-08-21;M;Male;2022-09-20
14380;Lebanon;Kaylee;Watson;Kaylee Watson;1950-01-08;M;Female;2022-09-18
14381;Corvallis;Alexa;Cooper;Alexa Cooper;1961-06-17;S;Female;2022-09-02
14382;Berkeley;Darren;Blanco;Darren Blanco;1955-11-03;S;Male;2022-09-02
14383;Concord;Marvin;Ferrier;Marvin Ferrier;1950-11-18;M;Male;2023-08-11
14384;Sedro Woolley;Rachel;Miller;Rachel Miller;1950-11-19;M;Female;2023-10-06
14385;Lebanon;Maria;Hall;Maria Hall;1956-10-16;M;Female;2022-10-18
14386;Glendale;Marissa;Wood;Marissa Wood;1952-01-17;S;Female;2022-10-10
14387;Langley;Brittany;Hughes;Brittany Hughes;1952-05-31;M;Female;2023-05-02
14388;National City;Kaylee;Rogers;Kaylee Rogers;1952-01-12;M;Female;2023-05-28
14389;Downey;Ryan;Harris;Ryan Harris;1953-01-29;M;Male;2023-10-30
14390;Santa Monica;Logan;Kumar;Logan Kumar;1953-05-21;M;Male;2023-11-03
14391;Sedro Woolley;Jason;Long;Jason Long;1952-09-04;M;Male;2023-09-24
14392;Yakima;Justin;Jackson;Justin Jackson;1953-02-20;M;Male;2022-10-08
14393;Corvallis;José;Perez;José Perez;1958-10-01;S;Male;2023-09-29
14394;Bellingham;Jacob;Rodriguez;Jacob Rodriguez;1958-10-03;M;Male;2022-10-19
14395;Grossmont;Devin;Reed;Devin Reed;1963-09-16;S;Male;2023-10-17
14396;Olympia;Zoe;Sanchez;Zoe Sanchez;1953-10-15;S;Female;2023-07-17
14397;Port Orchard;Sierra;Edwards;Sierra Edwards;1953-09-21;S;Female;2024-01-25
14398;Spokane;James;Anderson;James Anderson;1954-03-10;M;Male;2022-10-12
14399;San Diego;Jeremy;Peterson;Jeremy Peterson;1959-05-03;S;Male;2023-04-12
14400;San Francisco;Brandon;Brown;Brandon Brown;1954-04-21;S;Male;2022-10-02
14401;Salem;Jose;Kumar;Jose Kumar;1954-09-06;M;Male;2023-05-22
14402;Tacoma;Hailey;Parker;Hailey Parker;1954-11-18;S;Female;2023-12-31
14403;Bellflower;Angelica;Russell;Angelica Russell;1954-09-16;S;Female;2023-12-13
14404;Ballard;Rachel;Davis;Rachel Davis;1956-03-26;S;Female;2023-02-22
14405;Bellingham;Dylan;Walker;Dylan Walker;1955-11-29;M;Male;2023-09-21
14406;Berkeley;Carrie;Schmidt;Carrie Schmidt;1961-08-11;M;Female;2022-10-06
14407;Coronado;Thomas;Bryant;Thomas Bryant;1955-12-02;M;Male;2024-01-03
14408;National City;Jasmine;Cook;Jasmine Cook;1956-02-11;S;Female;2023-12-06
14409;National City;Eric;Wang;Eric Wang;1961-04-22;M;Male;2023-07-01
14410;Newport Beach;Arianna;Brooks;Arianna Brooks;1955-12-24;M;Female;2023-11-26
14411;Lake Oswego;Ashley;Johnson;Ashley Johnson;1956-08-03;S;Female;2022-10-03
14412;Lebanon;Nicole;Blue;Nicole Blue;1956-09-30;S;Female;2022-10-27
14413;Chula Vista;Rachel;Patterson;Rachel Patterson;1956-08-14;M;Female;2022-10-22
14414;Coronado;Rachel;Wilson;Rachel Wilson;1957-03-13;M;Female;2022-10-14
14415;Long Beach;William;Davis;William Davis;1962-11-12;M;Male;2022-10-14
14416;Oak Bay;Madison;Flores;Madison Flores;1957-10-26;M;Female;2023-05-20
14417;Bellingham;Ernest;Lu;Ernest Lu;1957-08-04;S;Male;2022-10-02
14418;Lake Oswego;Rebecca;Young;Rebecca Young;1963-04-23;M;Female;2022-10-01
14419;Oregon City;Abigail;Ward;Abigail Ward;1957-11-10;M;Female;2022-11-12
14420;Lynnwood;Chloe;Wright;Chloe Wright;1974-08-12;S;Female;2022-11-26
14421;Woodburn;Hannah;Barnes;Hannah Barnes;1958-01-25;M;Female;2022-11-05
14422;Stuttgart;Cara;Lu;Cara Lu;1969-11-02;S;Female;2023-04-06
14423;Cheltenham;Jill;Ruiz;Jill Ruiz;1963-12-18;M;Female;2023-04-04
14424;Verrieres Le Buisson;Stefanie;Raman;Stefanie Raman;1974-01-01;S;Female;2022-03-04
14425;Duesseldorf;Victor;Carlson;Victor Carlson;1974-02-11;M;Male;2021-09-15
14426;Erlangen;Madison;Hughes;Madison Hughes;1968-08-19;M;Female;2021-09-21
14427;London;Emmanuel;Patel;Emmanuel Patel;1961-11-05;M;Male;2021-04-06
14428;Poing;Cassie;Andersen;Cassie Andersen;1961-04-10;S;Female;2021-08-29
14429;London;Lacey;He;Lacey He;1961-01-21;S;Female;2021-03-31
14430;Seattle;Sydney;Jones;Sydney Jones;1963-01-03;M;Female;2023-10-02
14431;Beverly Hills;Kayla;Moore;Kayla Moore;1962-05-21;M;Female;2024-01-14
14432;Port Orchard;Antonio;Russell;Antonio Russell;1939-02-21;S;Male;2023-09-12
14433;Concord;Jennifer;Peterson;Jennifer Peterson;1938-12-03;M;Female;2022-11-05
14434;Daly City;Sophia;Hill;Sophia Hill;1938-09-25;S;Female;2022-11-12
14435;La Jolla;Jennifer;Wilson;Jennifer Wilson;1938-10-14;M;Female;2023-08-12
14436;Vancouver;John;Martin;John Martin;1971-03-04;M;Male;2023-05-17
14437;Beaverton;Mitchell;Anand;Mitchell Anand;1971-01-30;M;Male;2023-12-18
14438;Issaquah;Gabrielle;Gonzales;Gabrielle Gonzales;1976-04-12;S;Female;2022-11-07
14439;Puyallup;Brian;Cox;Brian Cox;1971-01-30;M;Male;2022-11-02
14440;Bellflower;Jon;Tang;Jon Tang;1971-05-13;M;Male;2022-10-30
14441;Bellflower;William;Lewis;William Lewis;1976-11-03;M;Male;2023-04-23
14442;Lemon Grove;Shelby;Peterson;Shelby Peterson;1970-12-22;S;Female;2022-11-18
14443;Mill Valley;Benjamin;Wilson;Benjamin Wilson;1971-05-04;M;Male;2023-03-21
14444;Mill Valley;Patrick;Sanders;Patrick Sanders;1970-09-08;M;Male;2023-06-24
14445;Palo Alto;Benjamin;Henderson;Benjamin Henderson;1971-04-22;M;Male;2023-04-06
14446;Royal Oak;Jeremiah;Johnson;Jeremiah Johnson;1975-08-06;M;Male;2023-02-01
14447;Bellingham;Madison;Alexander;Madison Alexander;1969-07-04;S;Female;2022-11-16
14448;Corvallis;Lauren;Butler;Lauren Butler;1975-12-22;M;Female;2022-11-11
14449;Marysville;Logan;Jenkins;Logan Jenkins;1969-11-07;S;Male;2022-11-10
14450;Imperial Beach;Kevin;Butler;Kevin Butler;1975-04-06;M;Male;2023-05-23
14451;Lakewood;Tyler;Moore;Tyler Moore;1969-11-29;S;Male;2022-11-03
14452;Puyallup;Alex;Gonzalez;Alex Gonzalez;1967-09-14;M;Male;2022-11-12
14453;Bremerton;Jesse;Scott;Jesse Scott;1962-02-09;S;Male;2022-11-04
14454;La Jolla;Kayla;Anderson;Kayla Anderson;1940-05-17;M;Female;2023-04-02
14455;Metchosin;Alexandra;Mitchell;Alexandra Mitchell;1968-09-13;M;Female;2023-03-02
14456;Sedro Woolley;Benjamin;Walker;Benjamin Walker;1979-09-04;S;Male;2022-10-30
14457;La Jolla;Thomas;White;Thomas White;1968-08-06;M;Male;2022-11-30
14458;Royal Oak;Jordan;Yang;Jordan Yang;1967-12-02;M;Male;2023-07-17
14459;Vancouver;Cody;Gray;Cody Gray;1967-12-07;S;Male;2023-06-14
14460;Everett;Jose;Long;Jose Long;1968-04-06;M;Male;2023-12-04
14461;Spokane;Chloe;Gonzalez;Chloe Gonzalez;1968-05-12;M;Female;2022-12-20
14462;Beverly Hills;Beth;Sanz;Beth Sanz;1967-12-30;M;Female;2023-09-17
14463;Coronado;Julia;Patterson;Julia Patterson;1973-10-06;M;Female;2023-03-08
14464;San Carlos;Elizabeth;Price;Elizabeth Price;1967-12-25;M;Female;2022-12-15
14465;Lake Oswego;Dakota;Patterson;Dakota Patterson;1966-08-21;M;Male;2023-02-08
14466;Oregon City;Logan;Adams;Logan Adams;1966-08-21;M;Male;2023-10-13
14467;Redmond;Aidan;Russell;Aidan Russell;1966-11-01;M;Male;2023-05-10
14468;Tacoma;Grace;Rivera;Grace Rivera;1966-10-07;S;Female;2023-02-11
14469;Yakima;Angela;Bell;Angela Bell;1966-10-20;M;Female;2023-03-31
14470;Mill Valley;Jeremy;Robinson;Jeremy Robinson;1972-02-01;M;Male;2022-12-17
14471;San Carlos;Gabriel;Gonzalez;Gabriel Gonzalez;1967-01-14;S;Male;2022-12-01
14472;San Gabriel;Natalie;Diaz;Natalie Diaz;1966-12-01;M;Female;2022-12-25
14473;Santa Cruz;Miguel;King;Miguel King;1972-01-31;M;Male;2022-12-07
14474;Oakland;Jacqueline;Murphy;Jacqueline Murphy;1966-09-17;M;Female;2024-01-28
14475;Seattle;Isabella;Perry;Isabella Perry;1966-08-09;M;Female;2023-04-17
14476;Burien;Bryce;Reed;Bryce Reed;1960-07-17;M;Male;2023-08-26
14477;Santa Cruz;Lauren;Lee;Lauren Lee;1961-02-03;S;Female;2022-12-04
14478;Langford;Abigail;Patterson;Abigail Patterson;1965-08-05;S;Female;2023-06-09
14479;Woodland Hills;Samantha;Smith;Samantha Smith;1942-03-20;S;Female;2023-12-12
14480;Vancouver;Jackson;Gonzalez;Jackson Gonzalez;1971-05-02;M;Male;2023-08-12
14481;Bremerton;Mary;Edwards;Mary Edwards;1966-01-29;S;Female;2022-12-18
14482;Corvallis;Noah;Perez;Noah Perez;1966-01-19;M;Male;2024-01-05
14483;Lake Oswego;Nicole;Henderson;Nicole Henderson;1966-01-19;M;Female;2023-05-16
14484;National City;Samantha;Hall;Samantha Hall;1971-09-03;M;Female;2022-12-02
14485;Redwood City;Bailey;Stewart;Bailey Stewart;1965-12-09;M;Female;2022-12-18
14486;Santa Cruz;Jonathan;Coleman;Jonathan Coleman;1965-09-16;M;Male;2022-11-28
14487;San Carlos;Seth;Hall;Seth Hall;1960-04-04;M;Male;2023-06-09
14488;Berkeley;Connor;Hughes;Connor Hughes;1959-09-02;M;Male;2023-10-09
14489;Glendale;Jason;Wang;Jason Wang;1964-06-10;M;Male;2023-10-27
14490;Coronado;Aidan;Butler;Aidan Butler;1964-10-13;M;Male;2023-12-04
14491;San Diego;Isaac;Bailey;Isaac Bailey;1959-05-03;S;Male;2023-05-26
14492;Renton;Justin;Patterson;Justin Patterson;1958-11-23;M;Male;2023-04-20
14493;Torrance;Sara;Parker;Sara Parker;1959-01-22;S;Female;2023-12-05
14494;Salem;Cameron;Diaz;Cameron Diaz;1964-05-13;M;Male;2022-12-01
14495;Grossmont;Nathan;Diaz;Nathan Diaz;1957-12-21;M;Male;2022-12-18
14496;Langford;Cindy;Stewart;Cindy Stewart;1958-04-17;M;Female;2023-06-04
14497;Langley;Allison;Scott;Allison Scott;1963-09-30;M;Female;2023-06-01
14498;Chula Vista;Katie;Luo;Katie Luo;1943-03-20;M;Female;2022-11-29
14499;Downey;Samuel;Flores;Samuel Flores;1942-10-07;M;Male;2023-10-30
14500;Torrance;Jasmine;Ward;Jasmine Ward;1943-05-18;S;Female;2024-01-15
14501;Beverly Hills;Ruben;Prasad;Ruben Prasad;1943-11-10;M;Male;2020-12-29
14502;Metchosin;Katelyn;Wright;Katelyn Wright;1944-03-10;M;Female;2023-03-18
14503;Walla Walla;Brianna;Alexander;Brianna Alexander;1943-09-17;M;Female;2023-05-18
14504;Victoria;Nicole;Jones;Nicole Jones;1944-02-18;M;Female;2023-07-22
14505;Beverly Hills;Alex;Edwards;Alex Edwards;1943-11-22;M;Male;2023-02-14
14506;Beaverton;Stacy;Suarez;Stacy Suarez;1945-11-17;M;Female;2023-11-13
14507;Woodland Hills;Eric;Wright;Eric Wright;1946-03-01;M;Male;2023-02-12
14508;Newport Beach;Madison;Hall;Madison Hall;1946-04-02;M;Female;2023-05-28
14509;Beaverton;Bridget;Deng;Bridget Deng;1973-08-30;S;Female;2023-09-29
14510;Everett;Samuel;Hernandez;Samuel Hernandez;1973-08-17;S;Male;2021-01-22
14511;Issaquah;Danielle;Rogers;Danielle Rogers;1974-05-23;M;Female;2023-04-05
14512;Puyallup;Christopher;Jones;Christopher Jones;1979-09-03;M;Male;2023-02-06
14513;Burlingame;Alexandra;Turner;Alexandra Turner;1974-05-20;M;Female;2023-10-20
14514;Berkeley;Rachel;Jones;Rachel Jones;1985-03-10;S;Female;2024-01-26
14515;Lemon Grove;Anna;Cooper;Anna Cooper;1985-02-06;S;Female;2023-10-15
14516;Malabar;Tommy;Lal;Tommy Lal;1950-05-25;S;Male;2023-02-21
14517;North Sydney;Ebony;Rodriguez;Ebony Rodriguez;1961-01-14;M;Female;2023-07-10
14518;Caloundra;Ann;Mehta;Ann Mehta;1953-05-07;M;Female;2023-02-17
14519;Beaverton;Denise;Rana;Denise Rana;1984-05-18;S;Female;2023-03-13
14520;Bremerton;Bonnie;Xu;Bonnie Xu;1984-06-16;S;Female;2021-01-04
14521;Hawthorne;Rodney;Romero;Rodney Romero;1953-04-09;M;Male;2023-07-18
14522;Melton;Omar;Zheng;Omar Zheng;1953-02-16;M;Male;2023-05-14
14523;Springwood;Lydia;Fernandez;Lydia Fernandez;1953-05-25;M;Female;2022-09-16
14524;Morangis;Carla;Prasad;Carla Prasad;1983-11-16;M;Female;2022-03-04
14525;Gateshead;Claudia;Sun;Claudia Sun;1982-12-05;M;Female;2021-04-08
14526;Darmstadt;Emily;Hall;Emily Hall;1967-07-09;M;Female;2023-06-15
14527;Kassel;Kurt;Raji;Kurt Raji;1968-04-06;M;Male;2023-11-10
14528;Mühlheim;Casey;Ramos;Casey Ramos;1973-11-29;M;Male;2023-07-27
14529;W. York;Kaitlin;Sai;Kaitlin Sai;1967-09-30;S;Female;2023-04-13
14530;Warrington;Ethan;Smith;Ethan Smith;1968-02-29;M;Male;2023-03-20
14531;Warrington;Abigail;Garcia;Abigail Garcia;1967-07-21;M;Female;2023-02-24
14532;Courbevoie;Barbara;Wu;Barbara Wu;1979-05-17;M;Female;2023-03-15
14533;Berks;Roberto;Alonso;Roberto Alonso;1983-10-05;S;Male;2023-09-04
14534;Chatou;Abby;Rana;Abby Rana;1966-10-22;S;Female;2023-11-04
14535;High Wycombe;Dustin;Anand;Dustin Anand;1972-05-12;S;Male;2023-03-08
14536;Colomiers;Krystal;Wu;Krystal Wu;1966-12-30;S;Female;2023-07-03
14537;Berlin;Clayton;Cai;Clayton Cai;1941-03-11;M;Male;2023-07-07
14538;Lille;Katherine;Brown;Katherine Brown;1967-10-18;S;Female;2022-03-04
14539;Paris;Carrie;Alonso;Carrie Alonso;1968-06-18;S;Female;2022-03-02
14540;London;Randy;Lin;Randy Lin;1963-10-16;M;Male;2023-03-09
14541;Neunkirchen;Douglas;Kapoor;Douglas Kapoor;1963-11-14;S;Male;2021-09-08
14542;Newcastle upon Tyne;Alex;Ward;Alex Ward;1979-05-04;M;Male;2023-07-19
14543;München;Heather;Lu;Heather Lu;1963-02-08;M;Female;2023-07-05
14544;Roubaix;Darryl;West;Darryl West;1962-09-11;S;Male;2023-05-11
14545;Bury;Faith;Henderson;Faith Henderson;1973-03-14;M;Female;2023-04-13
14546;Oxford;Christina;Sanchez;Christina Sanchez;1961-09-07;M;Female;2023-03-18
14547;Runcorn;Noah;Thompson;Noah Thompson;1961-01-01;M;Male;2023-11-23
14548;Dunkerque;Maria;Turner;Maria Turner;1960-12-17;M;Female;2023-11-01
14549;Berlin;Arturo;Goel;Arturo Goel;1961-05-26;M;Male;2023-08-16
14550;Colomiers;Kristy;Vazquez;Kristy Vazquez;1953-10-05;M;Female;2023-09-07
14551;Kiel;Michele;Vance;Michele Vance;1943-04-23;M;Female;2023-12-20
14552;Berks;Daisy;Ramos;Daisy Ramos;1945-04-14;M;Female;2023-10-22
14553;Reading;Leah;Ma;Leah Ma;1946-04-02;M;Female;2023-03-20
14554;Stoke-on-Trent;Isaac;Mitchell;Isaac Mitchell;1951-07-03;M;Male;2023-04-07
14555;Croix;Jodi;Kumar;Jodi Kumar;1948-05-13;S;Female;2022-03-28
14556;Drancy;Rafael;He;Rafael He;1948-09-21;M;Male;2023-09-26
14557;Hobart;Mathew;Sanz;Mathew Sanz;1986-03-22;M;Male;2023-01-29
14558;Yakima;Marcel;Truempy;Marcel Truempy;1981-11-08;M;Female;2021-01-25
14559;Long Beach;Ashley;Washington;Ashley Washington;1976-03-20;M;Female;2021-01-16
14560;Bellflower;Kelvin;Huang;Kelvin Huang;1976-03-31;M;Male;2021-01-05
14561;Shawnee;Eduardo;Miller;Eduardo Miller;1981-05-24;M;Male;2023-02-01
14562;Concord;Bryce;Stewart;Bryce Stewart;1975-10-07;M;Male;2023-05-19
14563;Olympia;Fernando;Carter;Fernando Carter;1975-03-24;M;Male;2023-07-24
14564;San Diego;Chloe;Bailey;Chloe Bailey;1980-01-31;M;Female;2023-12-19
14565;National City;Natalie;Hernandez;Natalie Hernandez;1974-09-29;S;Female;2021-02-03
14566;Haney;Kaylee;Mitchell;Kaylee Mitchell;1977-04-02;M;Female;2023-04-17
14567;Shawnee;Seth;Thomas;Seth Thomas;1982-05-21;M;Male;2023-01-28
14568;Beaverton;Priscilla;Kumar;Priscilla Kumar;1982-03-09;S;Female;2023-04-07
14569;Bellingham;Kristopher;Rodriguez;Kristopher Rodriguez;1982-06-12;M;Male;2023-10-22
14570;Yakima;Hannah;Henderson;Hannah Henderson;1976-10-19;M;Female;2023-05-05
14571;Bellflower;Rachel;Richardson;Rachel Richardson;1982-04-23;M;Female;2023-08-21
14572;Lincoln Acres;Melanie;Foster;Melanie Foster;1976-10-13;M;Female;2021-02-16
14573;W. Linn;Madison;Wood;Madison Wood;1980-02-02;M;Female;2023-09-26
14574;Sooke;Katherine;Powell;Katherine Powell;1974-09-15;S;Female;2023-06-23
14575;Redmond;Rachel;Lee;Rachel Lee;1980-05-07;M;Female;2024-01-23
14576;Renton;Anna;Price;Anna Price;1979-05-19;S;Female;2021-02-10
14577;Corvallis;Natalie;Rogers;Natalie Rogers;1973-12-10;S;Female;2021-02-26
14578;Cliffside;Jonathan;Carter;Jonathan Carter;1979-01-05;M;Male;2023-06-28
14579;Lake Oswego;Luis;Henderson;Luis Henderson;1974-04-22;S;Male;2023-03-03
14580;Novato;Kyle;Diaz;Kyle Diaz;1978-03-13;S;Male;2021-03-16
14581;Portland;Kevin;Adams;Kevin Adams;1978-10-17;S;Male;2021-03-06
14582;Victoria;Marcus;Reed;Marcus Reed;1981-01-30;M;Male;2023-02-10
14583;Lake Oswego;Sydney;Morris;Sydney Morris;1975-11-10;M;Female;2024-01-03
14584;West Covina;Gabrielle;Mitchell;Gabrielle Mitchell;1976-04-05;S;Female;2021-03-07
14585;Woodland Hills;Kimberly;Torres;Kimberly Torres;1981-04-19;M;Female;2021-03-26
14586;Newton;Todd;Rowe;Todd Rowe;1973-05-10;S;Female;2023-11-19
14587;Lebanon;Jade;Peterson;Jade Peterson;1973-03-31;S;Female;2023-05-27
14588;Renton;Alexander;Taylor;Alexander Taylor;1973-01-18;S;Male;2023-09-20
14589;Redwood City;Mackenzie;Cook;Mackenzie Cook;1977-01-29;S;Female;2021-03-29
14590;Concord;Marissa;Butler;Marissa Butler;1977-04-22;S;Female;2021-03-19
14591;Lemon Grove;Charles;Harris;Charles Harris;1971-10-06;S;Male;2021-04-07
14592;Walla Walla;Jessica;Thompson;Jessica Thompson;1972-01-23;M;Female;2023-06-02
14593;West Covina;Jack;Washington;Jack Washington;1971-07-13;M;Male;2023-06-17
14594;West Covina;Lauren;Taylor;Lauren Taylor;1972-02-18;M;Female;2023-04-28
14595;Glendale;Andrea;Ward;Andrea Ward;1977-04-06;M;Female;2023-10-30
14596;Grossmont;Amber;Hill;Amber Hill;1972-05-13;M;Female;2021-04-12
14597;Langford;Sean;Reed;Sean Reed;1971-10-01;M;Male;2023-06-28
14598;Vancouver;Miranda;Ross;Miranda Ross;1975-02-18;M;Female;2023-06-03
14599;Lebanon;Charles;Wilson;Charles Wilson;1974-09-24;M;Male;2021-04-22
14600;Port Orchard;Ariana;Ramirez;Ariana Ramirez;1980-10-14;M;Female;2023-09-10
14601;Concord;Nicolas;Rai;Nicolas Rai;1980-10-06;M;Male;2021-04-29
14602;West Covina;Kaylee;Kelly;Kaylee Kelly;1975-03-08;M;Female;2021-04-06
14603;Redwood City;Sara;Ward;Sara Ward;1970-10-06;S;Female;2021-04-07
14604;Victoria;Nicholas;Rodriguez;Nicholas Rodriguez;1971-04-01;M;Male;2023-02-04
14605;Royal Oak;Allison;Brooks;Allison Brooks;1971-03-25;S;Female;2023-06-27
14606;Victoria;Amanda;Cooper;Amanda Cooper;1971-02-11;S;Female;2023-06-19
14607;Lake Oswego;Isaiah;Nelson;Isaiah Nelson;1975-05-01;M;Male;2023-11-10
14608;Bremerton;Warren;Gao;Warren Gao;1969-08-03;M;Male;2023-04-21
14609;National City;Julia;Phillips;Julia Phillips;1970-01-03;S;Female;2023-06-19
14610;Everett;Lauren;Jenkins;Lauren Jenkins;1969-09-21;S;Female;2021-04-05
14611;Vancouver;Zoe;James;Zoe James;1969-07-18;S;Female;2023-09-04
14612;Beverly Hills;Ernest;Zhang;Ernest Zhang;1974-07-16;M;Male;2023-12-04
14613;Bremerton;Glenn;Huang;Glenn Huang;1980-02-02;M;Male;2021-04-28
14614;Colma;Dylan;Bryant;Dylan Bryant;1979-02-07;S;Male;2021-05-28
14615;Concord;Audrey;Dominguez;Audrey Dominguez;1985-01-06;S;Female;2023-10-30
